model,model_display_name,sample_mode,prompt_mode,story_id,left_sample_id,right_sample_id,transition,gold_same,pred_same,has_invalid,is_consistent
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,24690,29080,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,24690,28840,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,24690,24528,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,24694,30782,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,24694,30830,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,24694,30769,1→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,24694,30791,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,24694,24683,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,24694,29080,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,24694,28840,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,24694,24528,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,30782,24737,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,30782,28954,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,30782,29093,1→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,30782,24348,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,30830,24737,1→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,30830,28954,1→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,30830,29093,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,30830,24348,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,30769,24737,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,30769,28954,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,30769,29093,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,30769,24348,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,30791,24737,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,30791,28954,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,30791,29093,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,30791,24348,1→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,24683,24737,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,24683,28954,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,24683,29093,1→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,24683,24348,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,29080,24737,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,29080,28954,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,29080,29093,1→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,29080,24348,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,28840,24737,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,28840,28954,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,28840,29093,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,28840,24348,1→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,24737,24528,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,28954,24528,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,29093,24528,1→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense8,24348,24528,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,25091,24865,1→2,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,25091,24952,1→2,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,25091,24974,1→2,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,25091,29515,1→2,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,25091,30985,2→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,25091,30956,2→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,25091,30977,2→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,25091,24817,1→2,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,25091,29486,1→2,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,25091,29571,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,25091,29221,1→2,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,25091,29509,1→2,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,25091,29399,2→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,25091,25019,2→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,25091,29147,2→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29175,24865,1→2,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29175,24952,1→2,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29175,24974,1→2,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29175,29515,1→2,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29175,30985,2→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29175,30956,2→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29175,30977,2→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29175,24817,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29175,29486,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29175,29571,1→2,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29175,29221,1→2,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29175,29509,1→2,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29175,29399,2→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29175,25019,2→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29175,29147,2→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29508,24865,1→2,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29508,24952,1→2,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29508,24974,1→2,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29508,29515,1→2,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29508,30985,2→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29508,30956,2→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29508,30977,2→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29508,24817,1→2,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29508,29486,1→2,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29508,29571,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29508,29221,1→2,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29508,29509,1→2,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29508,29399,2→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29508,25019,2→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29508,29147,2→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29344,24865,1→2,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29344,24952,1→2,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29344,24974,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29344,29515,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29344,30985,2→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29344,30956,2→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29344,30977,2→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29344,24817,1→2,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29344,29486,1→2,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29344,29571,1→2,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29344,29221,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29344,29509,1→2,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29344,29399,2→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29344,25019,2→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29344,29147,2→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29360,24865,1→2,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29360,24952,1→2,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29360,24974,1→2,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29360,29515,1→2,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29360,30985,2→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29360,30956,2→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29360,30977,2→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29360,24817,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29360,29486,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29360,29571,1→2,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29360,29221,1→2,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29360,29509,1→2,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29360,29399,2→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29360,25019,2→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29360,29147,2→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29267,24865,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29267,24952,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29267,24974,1→2,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29267,29515,1→2,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29267,30985,2→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29267,30956,2→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29267,30977,2→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29267,24817,1→2,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29267,29486,1→2,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29267,29571,1→2,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29267,29221,1→2,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29267,29509,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29267,29399,2→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29267,25019,2→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29267,29147,2→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29300,24865,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29300,24952,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29300,24974,1→2,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29300,29515,1→2,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29300,30985,2→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29300,30956,2→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29300,30977,2→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29300,24817,1→2,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29300,29486,1→2,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29300,29571,1→2,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29300,29221,1→2,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29300,29509,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29300,29399,2→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29300,25019,2→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29300,29147,2→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29354,24865,1→2,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29354,24952,1→2,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29354,24974,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29354,29515,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29354,30985,2→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29354,30956,2→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29354,30977,2→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29354,24817,1→2,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29354,29486,1→2,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29354,29571,1→2,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29354,29221,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29354,29509,1→2,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29354,29399,2→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29354,25019,2→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29354,29147,2→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,24865,30985,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,24865,30956,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,24865,30977,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,24865,29399,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,24865,25019,1→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,24865,29147,1→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,24952,30985,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,24952,30956,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,24952,30977,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,24952,29399,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,24952,25019,1→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,24952,29147,1→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,24974,30985,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,24974,30956,1→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,24974,30977,1→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,24974,29399,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,24974,25019,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,24974,29147,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29515,30985,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29515,30956,1→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29515,30977,1→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29515,29399,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29515,25019,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29515,29147,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,30985,24817,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,30985,29486,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,30985,29571,1→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,30985,29221,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,30985,29509,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,30956,24817,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,30956,29486,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,30956,29571,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,30956,29221,1→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,30956,29509,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,30977,24817,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,30977,29486,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,30977,29571,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,30977,29221,1→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,30977,29509,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,24817,29399,1→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,24817,25019,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,24817,29147,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29486,29399,1→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29486,25019,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29486,29147,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29571,29399,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29571,25019,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29571,29147,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29221,29399,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29221,25019,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29221,29147,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29509,29399,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29509,25019,1→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,nonsense9,29509,29147,1→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,obesity_mortality,18423,20388,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,obesity_mortality,18423,3208,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,obesity_mortality,18423,7961,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,obesity_mortality,18423,13546,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,obesity_mortality,18423,13611,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,obesity_mortality,18423,13621,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,obesity_mortality,20388,7947,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,obesity_mortality,7947,3208,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,obesity_mortality,7947,7961,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,obesity_mortality,7947,13546,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,obesity_mortality,7947,13611,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,obesity_mortality,7947,13621,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,8161,3405,1→2,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,8161,13720,1→2,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,8161,13727,1→2,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,8161,20392,2→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,8161,18540,2→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,8161,3391,1→2,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,8161,8168,1→2,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,8161,18581,1→2,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,8161,13750,2→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,8161,13793,2→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,8161,18584,2→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,3306,3405,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,3306,13720,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,3306,13727,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,3306,20392,2→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,3306,18540,2→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,3306,3391,1→2,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,3306,8168,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,3306,18581,1→2,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,3306,13750,2→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,3306,13793,2→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,3306,18584,2→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,8160,3405,1→2,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,8160,13720,1→2,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,8160,13727,1→2,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,8160,20392,2→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,8160,18540,2→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,8160,3391,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,8160,8168,1→2,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,8160,18581,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,8160,13750,2→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,8160,13793,2→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,8160,18584,2→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,18567,3405,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,18567,13720,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,18567,13727,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,18567,20392,2→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,18567,18540,2→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,18567,3391,1→2,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,18567,8168,1→2,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,18567,18581,1→2,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,18567,13750,2→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,18567,13793,2→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,18567,18584,2→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,3405,20392,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,3405,18540,1→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,3405,13750,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,3405,13793,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,3405,18584,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,13720,20392,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,13720,18540,1→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,13720,13750,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,13720,13793,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,13720,18584,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,13727,20392,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,13727,18540,1→3,True,True,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,13727,13750,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,13727,13793,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,13727,18584,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,20392,3391,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,20392,8168,1→3,False,True,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,20392,18581,1→3,False,False,False,1
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,18540,3391,1→3,True,False,False,0
qwen3_4b,Qwen3-4B,formal,direct,orange_scurvy,18540,8168,1→3,True,True,False,1
